1,3,5,8,9,14,17,19,20,21,22,lat,lon,Time
p,y,t,c,n,s,w,p,n,s,g,-58.5906,-82.3702,4:12:31 PM
e,f,f,w,b,s,w,e,k,s,g,70.2342,112.4029,12:51:15 PM
p,s,t,c,n,s,w,p,n,s,u,-79.6466,-141.1486,2:09:41 PM
e,s,f,w,b,s,w,e,k,s,g,36.4912,94.6747,4:54:37 PM
e,s,f,w,b,s,w,e,k,s,g,20.9946,-55.5306,8:39:31 AM
e,f,f,w,b,s,w,e,k,a,g,46.1213,-74.2467,4:28:05 PM
e,f,f,w,b,s,w,e,k,s,g,-47.7049,107.4975,5:28:56 PM
e,s,f,w,b,f,w,e,n,s,g,66.3807,-25.3604,1:02:22 PM
e,s,f,w,b,f,w,e,n,s,g,-38.8461,-10.5271,11:49:01 AM
e,f,f,w,b,f,w,e,k,a,g,-39.5329,6.0379,8:01:55 AM
e,f,f,w,b,f,w,e,k,s,g,7.7269,-179.3976,6:09:00 AM
e,f,f,w,b,s,w,e,n,a,g,6.175,39.3614,9:41:18 AM
e,y,t,c,b,s,w,p,k,n,m,-33.9274,-102.7207,3:52:11 PM
e,f,f,w,b,f,w,e,n,s,g,78.3951,-33.9248,12:07:24 PM
e,f,f,w,b,s,w,e,k,a,g,-32.415,33.0768,11:44:42 AM
e,f,f,w,b,f,w,e,n,a,g,33.3694,-131.1875,4:59:50 PM
e,f,t,c,b,s,w,p,n,y,d,80.7484,-89.5718,5:26:02 PM
p,s,t,c,n,s,w,p,k,s,u,25.7303,-159.1142,4:11:37 PM
e,f,t,c,b,s,w,p,n,y,d,19.2548,118.1198,6:13:34 AM
e,f,f,w,b,f,w,e,n,a,g,-46.2615,159.715,3:48:45 PM
e,f,t,c,b,s,w,p,k,y,d,-75.7814,46.4477,6:48:17 AM
e,f,f,w,b,s,w,e,n,a,g,28.3268,144.2567,4:24:55 PM
e,s,f,w,b,s,w,e,k,s,g,-1.0698,153.5552,9:36:50 AM
e,s,f,w,b,s,w,e,k,a,g,-21.5443,152.4441,2:13:19 PM
e,y,t,c,b,s,w,p,k,s,m,-4.2706,7.0733,3:40:16 PM
e,f,t,w,n,s,w,p,u,v,d,53.0777,-175.5323,1:56:11 PM
e,f,f,w,b,f,w,e,n,a,g,-49.3998,41.0519,6:59:32 AM
e,f,f,w,b,f,w,e,n,a,g,-26.4817,-143.3747,9:38:15 AM
e,f,f,w,b,f,w,e,n,s,g,87.2768,61.7031,12:46:46 PM
e,y,t,c,b,s,w,p,k,s,g,3.9934,-99.7056,9:45:19 AM
e,f,f,w,b,f,w,e,k,s,g,48.7313,127.2784,7:57:39 AM
e,y,t,c,b,s,w,p,n,s,g,-80.9038,97.3291,12:56:32 PM
e,s,f,w,b,f,w,e,k,s,g,27.8876,-47.3198,10:59:30 AM
e,s,f,w,b,s,w,e,n,a,g,67.1185,40.6596,10:50:40 AM
e,f,f,w,b,f,w,e,n,s,g,-30.2664,-122.362,2:47:31 PM
e,s,f,w,b,f,w,e,n,a,g,3.2967,152.1122,1:57:46 PM
e,s,f,w,b,f,w,e,n,s,g,7.0788,-104.69,8:38:18 AM
e,y,t,c,b,s,w,p,n,y,d,86.474,177.8138,8:32:32 AM
e,s,f,w,b,f,w,e,k,s,g,56.9289,124.4461,11:30:51 AM
e,y,t,c,b,s,w,p,k,n,m,4.2348,134.2114,12:43:20 PM
e,s,f,w,b,f,w,e,k,a,g,52.6659,-128.2451,1:03:06 PM
p,y,t,c,n,s,w,p,k,s,u,61.7969,-154.3694,3:24:19 PM
e,s,f,w,b,s,w,e,n,s,g,8.3912,86.0402,6:42:52 AM
p,s,t,c,n,s,w,p,n,s,u,8.194,111.2746,9:45:37 AM
e,s,f,w,b,s,w,e,k,s,g,-80.3849,105.9246,7:46:20 AM
e,f,f,w,b,f,w,e,n,s,g,-48.9978,109.4626,10:10:28 AM
p,s,t,c,n,s,w,p,n,s,g,56.855,-37.0339,5:21:02 PM
e,s,f,w,b,f,w,e,k,a,g,-16.345,93.3236,12:03:58 PM
p,s,t,c,n,s,w,p,n,s,u,49.2307,-162.2955,9:20:08 AM
e,s,f,w,b,f,w,e,n,s,g,36.8247,-170.3951,11:00:47 AM
e,s,f,w,b,s,w,e,k,s,g,89.4453,-95.4161,7:41:47 AM
p,y,t,c,n,s,w,p,n,v,g,-74.8619,-161.3585,1:43:03 PM
e,f,f,w,b,s,w,e,k,a,g,32.2232,123.203,3:28:46 PM
e,s,f,w,b,s,w,e,k,a,g,4.4332,97.4798,4:32:43 PM
e,f,f,w,b,f,w,e,n,s,g,-6.6469,-15.3423,2:57:09 PM
e,f,f,w,b,s,w,e,k,a,g,36.6859,28.5463,7:48:01 AM
e,y,t,c,b,s,w,p,k,y,d,-25.3413,-115.2735,10:13:44 AM
p,s,t,c,n,s,w,p,k,s,u,-83.7239,140.9419,3:14:47 PM
e,f,f,w,b,s,w,e,k,s,g,-4.0562,-124.4218,12:13:22 PM
e,y,t,c,b,y,w,p,k,y,g,-89.2401,-172.7668,12:18:50 PM
e,f,f,w,b,s,w,e,n,a,g,29.648,-128.2337,7:08:34 AM
e,f,f,w,b,f,w,e,k,a,g,-79.5108,-48.5837,9:50:10 AM
e,s,t,c,b,s,w,p,k,n,m,26.4291,-52.2911,8:28:41 AM
e,s,f,w,b,f,w,e,k,a,g,81.7031,81.9927,6:02:03 AM
e,f,f,w,b,f,w,e,k,a,g,-56.1711,98.6114,10:20:29 AM
e,f,f,w,b,s,w,e,n,a,g,6.0791,-142.2173,5:19:16 PM
p,s,t,c,n,s,w,p,n,s,u,-37.9172,-71.9845,9:32:29 AM
e,s,f,w,b,f,w,e,n,a,g,40.8767,-64.5099,2:07:57 PM
e,y,t,c,b,s,w,p,k,n,g,-57.0033,77.1981,11:44:53 AM
e,s,f,w,b,f,w,e,n,a,g,-25.3395,74.3393,8:44:43 AM
e,s,f,w,b,f,w,e,k,s,g,-76.3842,79.3974,8:09:52 AM
e,f,f,w,b,s,w,e,n,a,g,22.4952,-148.7356,9:31:51 AM
e,s,f,w,b,f,w,e,k,s,g,-86.6394,90.7869,12:04:29 PM
e,f,f,w,b,s,w,e,k,a,g,-76.4593,154.5581,4:47:52 PM
e,f,t,c,b,s,w,p,n,v,d,-61.5708,137.8335,11:34:24 AM
e,y,t,c,b,s,w,p,n,n,m,-52.3884,172.595,1:54:23 PM
e,f,t,c,b,s,w,p,n,v,d,22.8013,84.4207,11:36:58 AM
p,y,t,c,n,s,w,p,k,s,g,7.0147,55.2398,6:02:04 AM
e,s,f,w,b,s,w,e,n,a,g,82.1837,-22.2506,6:05:36 AM
p,s,t,c,n,s,w,p,k,v,u,-12.7831,-39.2591,12:35:06 PM
e,s,f,w,b,f,w,e,n,a,g,-50.4982,62.3059,3:21:37 PM
e,f,f,w,b,f,w,e,k,a,g,25.8427,162.726,10:51:54 AM
e,f,f,w,b,f,w,e,k,a,g,24.8019,69.5141,10:10:50 AM
e,f,f,w,b,s,w,e,n,a,g,-75.6282,106.7375,12:34:10 PM
e,s,f,w,b,f,w,e,n,s,g,63.1972,29.3576,9:45:52 AM
e,s,t,c,b,s,w,p,k,s,g,-8.8554,-165.8769,6:46:36 AM
e,s,f,w,b,f,w,e,k,a,g,-29.8451,-29.276,2:10:14 PM
e,s,f,w,b,s,w,e,k,s,g,-76.5354,-175.1604,1:49:08 PM
p,y,t,c,n,s,w,p,k,v,g,-46.2349,-58.192,7:36:06 AM
e,f,f,w,b,f,w,e,k,a,g,-34.2474,-52.1944,12:59:26 PM
p,y,t,c,n,s,w,p,k,s,g,-78.254,-48.5109,4:39:07 PM
e,f,f,w,b,s,w,e,k,a,g,32.7741,-101.4006,9:19:05 AM
e,f,t,c,b,s,w,p,k,v,d,27.5876,168.9858,2:04:22 PM
e,f,f,w,b,f,w,e,k,s,g,24.4379,-68.0973,10:39:27 AM
p,s,t,c,n,s,w,p,n,v,u,-48.1974,-102.9348,12:57:08 PM
e,s,f,w,b,f,w,e,k,s,g,2.2605,-48.6101,2:34:16 PM
p,s,t,c,n,s,w,p,n,v,u,-56.6443,60.5877,8:58:00 AM
e,f,t,c,b,s,w,p,n,v,d,-21.6157,144.1379,6:18:12 AM
e,f,f,w,b,s,w,e,n,s,g,48.8453,-27.8945,3:47:55 PM
e,y,t,c,b,y,w,p,n,s,p,-11.0118,-130.5088,3:32:14 PM
e,f,f,w,b,f,w,e,k,s,g,-87.1738,111.2639,4:54:19 PM
e,s,f,w,b,f,w,e,n,a,g,-65.245,-36.0804,2:00:12 PM
e,f,f,w,b,s,w,e,n,s,g,-62.4173,63.0779,7:30:24 AM
e,f,f,w,b,f,w,e,k,s,g,-2.9501,16.3997,11:42:37 AM
e,f,f,w,b,f,w,e,n,a,g,50.0846,39.7483,10:45:17 AM
e,f,f,w,b,f,w,e,k,s,g,40.1468,-120.9363,12:08:55 PM
e,f,f,w,b,f,w,e,n,a,g,56.0116,-115.8195,7:17:45 AM
e,f,t,c,b,s,w,p,n,v,d,-53.4097,-126.965,9:02:16 AM
e,s,f,w,b,s,w,e,k,a,g,-18.529,100.6379,1:54:18 PM
e,s,f,w,b,s,w,e,k,s,g,-66.6692,-98.803,1:52:59 PM
e,y,t,c,b,y,w,p,n,s,g,85.0977,-123.6834,11:09:44 AM
e,y,t,c,b,s,w,p,k,y,d,27.1852,111.4062,2:24:44 PM
e,s,f,w,b,f,w,e,k,a,g,-22.6369,-163.4481,4:43:21 PM
e,f,f,w,b,f,w,e,n,s,g,-44.7675,94.8469,12:25:53 PM
e,s,f,w,b,f,w,e,n,a,g,41.4278,162.5592,6:57:23 AM
e,f,f,w,b,s,w,e,k,s,g,1.456,47.5528,10:11:59 AM
e,f,f,w,b,f,w,e,k,a,g,49.4538,-52.6263,7:20:40 AM
e,s,f,w,b,s,w,e,k,a,g,49.3368,-115.0325,1:12:38 PM
e,s,f,w,b,s,w,e,n,s,g,-68.8942,-43.6494,4:55:28 PM
e,f,t,c,b,s,w,p,n,y,d,35.4264,161.3748,7:12:28 AM
e,s,f,w,b,f,w,e,n,s,g,-17.9466,32.214,9:00:37 AM
e,f,f,w,b,s,w,e,k,a,g,60.9532,177.606,11:21:10 AM
e,s,f,w,b,f,w,e,n,a,g,-82.2269,-32.4484,2:29:57 PM
e,f,f,c,n,s,w,p,k,y,u,38.4082,-152.9666,1:53:57 PM
p,s,t,c,n,s,w,p,k,s,u,55.886,104.0219,1:04:23 PM
p,s,t,c,n,s,w,p,n,v,g,54.0343,150.2125,12:52:01 PM
e,f,t,c,b,s,w,p,k,v,d,-0.4686,49.9574,2:48:20 PM
e,s,f,w,b,s,w,e,n,a,g,84.8819,30.1639,7:13:40 AM
e,f,f,w,b,s,w,e,n,a,g,-7.2863,-156.5946,10:58:52 AM
e,s,f,w,b,s,w,e,n,s,g,-49.9247,-173.3225,7:02:53 AM
e,f,f,w,b,f,w,e,n,s,g,63.419,-8.1252,2:19:52 PM
e,s,f,w,b,s,w,e,k,s,g,-27.4011,48.6057,11:15:43 AM
e,f,f,w,b,f,w,e,k,a,g,43.7009,-164.8499,9:31:09 AM
e,s,f,w,b,f,w,e,n,s,g,18.2951,65.9033,12:15:01 PM
e,s,f,w,b,f,w,e,k,a,g,66.136,8.8537,10:52:40 AM
e,f,t,c,b,s,w,p,k,v,d,-50.197,-96.3319,3:59:38 PM
p,y,t,c,n,s,w,p,n,v,u,-77.1978,149.7022,8:42:36 AM
e,f,f,w,b,s,w,e,n,s,g,-59.1422,-152.3623,3:10:48 PM
e,f,t,c,b,s,w,p,n,v,d,59.6805,70.7976,12:41:35 PM
p,s,t,c,n,s,w,p,n,s,u,52.7957,-1.5448,7:06:37 AM
p,s,t,c,n,s,w,p,k,v,g,74.6341,-97.7017,9:50:35 AM
p,s,t,c,n,s,w,p,k,s,u,-24.6052,-160.7695,8:25:21 AM
e,f,f,w,b,f,w,e,n,a,g,-42.1246,66.5683,5:12:33 PM
e,s,f,w,b,s,w,e,n,s,g,64.3883,-68.25,11:11:26 AM
e,f,f,w,b,f,w,e,k,a,g,-41.2604,-93.7375,12:25:40 PM
e,s,f,w,b,f,w,e,k,a,g,-44.0442,2.09,11:48:55 AM
e,s,f,w,b,f,w,e,k,a,g,-19.5132,81.2047,4:24:09 PM
p,s,t,c,n,s,w,p,n,v,g,-11.3953,-22.7671,1:22:48 PM
p,s,t,c,n,s,w,p,k,v,g,66.9515,-51.6991,3:41:07 PM
e,s,f,w,b,f,w,e,n,a,g,77.4196,-91.501,8:11:22 AM
e,s,f,w,b,s,w,e,k,a,g,-47.4499,161.9006,1:05:02 PM
e,s,f,w,b,f,w,e,n,s,g,-65.0991,-79.18,11:50:51 AM
e,f,t,c,b,s,w,p,k,v,d,74.2087,-144.3017,6:30:38 AM
e,f,t,c,b,s,w,p,n,v,d,80.6078,-73.2841,5:26:36 PM
e,f,f,w,b,s,w,e,k,a,g,-80.6918,-114.5689,4:39:35 PM
e,f,f,w,b,s,w,e,n,s,g,19.6448,-104.9823,11:58:14 AM
e,f,f,w,b,f,w,e,k,a,g,13.0751,117.8774,4:22:48 PM
e,s,t,c,b,s,w,p,n,n,m,-74.1064,125.0199,4:43:34 PM
e,s,f,w,b,f,w,e,n,a,g,-2.8888,-30.4412,5:23:29 PM
e,s,f,w,b,f,w,e,n,s,g,-11.9595,110.6276,2:14:03 PM
e,f,f,w,b,s,w,e,n,s,g,60.1459,-9.689,11:34:53 AM
e,f,f,w,b,s,w,e,n,a,g,87.827,-94.3637,7:48:26 AM
e,s,f,w,b,s,w,e,n,s,g,83.6684,-176.3683,4:34:48 PM
e,s,f,w,b,f,w,e,k,s,g,-4.5956,-50.4992,11:09:09 AM
e,s,f,w,b,s,w,e,n,s,g,-56.11,-79.3105,4:39:24 PM
e,s,f,w,b,f,w,e,k,s,g,66.3077,-120.6179,5:12:29 PM
e,s,f,w,b,s,w,e,n,s,g,79.1762,-140.4101,9:15:26 AM
e,s,f,w,b,f,w,e,k,a,g,32.1433,8.872,7:21:34 AM
e,f,f,w,b,s,w,e,n,s,g,-68.2251,130.5453,10:05:35 AM
e,f,f,w,b,s,w,e,k,s,g,-82.1079,160.5288,11:30:19 AM
e,f,f,w,b,s,w,e,n,a,g,74.4175,-123.529,8:44:16 AM
e,f,f,w,b,s,w,e,k,s,g,-50.9854,46.8231,6:46:20 AM
e,f,f,w,b,f,w,e,k,a,g,35.875,-161.7327,11:49:28 AM
e,y,t,c,b,s,w,p,k,n,g,55.7749,49.1102,11:27:33 AM
e,s,t,c,b,s,w,p,k,n,g,51.6087,-167.997,1:40:25 PM
e,s,f,w,b,f,w,e,k,a,g,21.3811,130.0238,3:51:09 PM
p,y,t,c,n,s,w,p,k,s,g,-7.284,-67.5026,8:19:12 AM
e,f,f,w,b,f,w,e,n,s,g,4.0744,92.2152,10:27:41 AM
p,s,t,c,n,s,w,p,k,s,u,53.3657,15.4572,1:19:00 PM
e,y,t,c,b,s,w,p,n,v,d,-9.5979,-2.546,9:34:21 AM
p,s,t,c,n,s,w,p,k,v,u,50.7654,-81.8686,10:03:23 AM
e,y,t,c,b,s,w,p,n,s,g,49.816,-106.9653,8:57:22 AM
e,y,t,c,b,s,w,p,n,n,m,50.2904,-54.3969,2:38:51 PM
e,y,t,c,b,y,w,p,n,y,p,66.0867,29.965,1:01:05 PM
e,s,f,w,b,f,w,e,n,s,g,83.2643,178.981,3:23:42 PM
e,s,f,w,b,s,w,e,k,s,g,-55.307,-121.834,3:14:17 PM
e,s,f,w,b,s,w,e,k,a,g,-59.6432,38.4576,7:40:41 AM
e,s,f,w,b,s,w,e,k,a,g,-74.5938,99.6764,7:40:25 AM
e,s,f,w,b,f,w,e,n,s,g,45.5136,136.7676,1:50:25 PM
e,s,f,w,b,s,w,e,k,a,g,-4.686,-14.6489,3:02:06 PM
e,s,f,w,b,f,w,e,k,s,g,-38.8585,-116.9744,8:43:09 AM
e,s,t,c,b,s,w,p,n,n,g,-43.3468,108.4439,8:39:48 AM
e,s,f,w,b,s,w,e,k,s,g,67.7648,-6.0575,10:32:00 AM
e,s,t,c,b,s,w,p,k,s,m,-16.2252,74.2211,8:22:37 AM
p,y,t,c,n,s,w,p,k,v,g,71.7165,76.7775,1:15:54 PM
e,s,f,w,b,f,w,e,k,s,g,26.6763,86.0945,8:16:35 AM
e,s,f,w,b,f,w,e,k,s,g,-0.2483,113.3314,7:04:37 AM
e,s,f,w,b,s,w,e,n,s,g,-67.9863,-21.0855,8:14:40 AM
e,f,f,w,b,s,w,e,n,s,g,24.5961,-9.4242,2:00:53 PM
e,y,t,c,b,s,w,p,n,y,d,-78.5926,43.8941,8:17:00 AM
e,f,t,c,b,s,w,p,k,y,d,57.339,92.2021,9:33:51 AM
e,y,t,c,b,y,w,p,n,y,p,-65.6108,69.4397,8:23:13 AM
e,f,t,c,b,s,w,p,k,y,d,-64.7846,-172.9615,7:58:37 AM
e,f,f,w,b,f,w,e,n,a,g,3.771,60.7788,5:08:40 PM
e,s,f,w,b,s,w,e,k,s,g,32.9916,-78.6486,9:57:52 AM
e,s,f,w,b,f,w,e,n,a,g,-32.1998,-177.4362,2:01:28 PM
e,f,f,w,b,s,w,e,n,a,g,86.6352,99.8225,6:14:59 AM
e,s,f,w,b,f,w,e,k,s,g,-63.3386,-82.4652,8:45:42 AM
e,f,f,w,b,s,w,e,n,a,g,-67.1198,-16.8569,1:56:28 PM
e,f,f,w,b,s,w,e,n,a,g,67.1134,-126.5179,1:58:59 PM
e,s,f,w,b,f,w,e,n,a,g,-41.4615,25.4145,6:29:43 AM
e,f,t,c,b,s,w,p,k,y,d,55.7172,38.8921,10:04:44 AM
e,s,f,w,b,s,w,e,n,s,g,-2.2226,-53.0736,12:19:12 PM
e,f,f,w,b,s,w,e,k,s,g,78.9495,-113.6309,3:58:01 PM
p,y,t,c,n,s,w,p,k,s,g,-38.3373,-60.0014,12:42:33 PM
e,f,t,c,b,s,w,p,k,y,d,85.2557,146.965,6:33:43 AM
e,f,f,w,b,f,w,e,k,s,g,79.3768,58.912,7:18:09 AM
e,f,f,w,b,f,w,e,k,s,g,15.0851,171.4888,8:09:44 AM
p,y,t,c,n,s,w,p,n,v,u,-76.171,163.8106,6:35:51 AM
e,f,f,w,b,s,w,e,k,s,g,42.8633,-34.9976,1:21:23 PM
e,f,t,c,b,s,w,p,k,v,d,-32.0073,121.6946,10:21:44 AM
e,f,f,w,b,f,w,e,k,a,g,2.9942,160.3139,8:26:05 AM
e,f,f,w,b,f,w,e,k,s,g,47.0119,-165.6329,6:42:46 AM
e,f,t,c,b,s,w,p,n,v,d,-50.543,-55.1796,7:49:13 AM
e,s,f,w,b,f,w,e,n,a,g,-86.2862,28.5707,6:44:58 AM
e,f,f,w,b,f,w,e,n,a,g,-60.1477,-60.0192,4:54:27 PM
e,f,t,c,b,s,w,p,k,y,d,88.4726,-163.6076,6:45:10 AM
e,y,t,c,b,s,w,p,k,n,g,4.6231,-86.5734,2:12:54 PM
e,y,t,c,b,s,w,p,n,n,m,-35.2727,-42.8803,4:03:31 PM
e,s,f,w,b,s,w,e,n,s,g,-84.1582,-35.8969,12:08:16 PM
e,s,f,w,b,s,w,e,k,a,g,-83.0811,-53.5389,9:18:25 AM
e,s,f,w,b,f,w,e,k,s,g,8.4894,39.6334,2:04:57 PM
e,s,f,w,b,s,w,e,k,a,g,-87.3206,-166.5803,1:32:07 PM
e,f,f,w,b,f,w,e,n,a,g,85.5605,-142.3425,10:27:38 AM
e,s,f,w,b,f,w,e,n,s,g,-11.0159,40.037,2:06:24 PM
e,y,t,c,b,s,w,p,n,n,m,1.1156,88.1295,11:10:44 AM
p,y,t,c,n,s,w,p,k,v,g,74.316,70.5667,3:25:35 PM
e,s,f,w,b,f,w,e,k,a,g,-46.0816,37.3484,7:26:05 AM
e,s,f,w,b,s,w,e,k,s,g,-56.9406,174.8232,2:45:48 PM
e,y,t,c,b,y,w,p,k,s,g,-41.9128,73.5905,12:56:43 PM
e,s,f,w,b,f,w,e,n,a,g,86.356,100.0136,1:20:20 PM
e,s,f,w,b,s,w,e,n,a,g,-0.493,143.3125,11:52:26 AM
p,s,t,c,n,s,w,p,k,v,u,89.7458,-167.66,7:32:53 AM
e,s,f,w,b,f,w,e,k,a,g,-23.2984,26.1347,9:54:09 AM
e,f,f,w,b,s,w,e,n,s,g,85.8751,58.1807,9:52:26 AM
p,s,t,c,n,s,w,p,k,v,g,7.7552,147.7647,12:40:44 PM
e,f,f,w,b,s,w,e,n,a,g,60.2231,50.6489,12:27:44 PM
e,s,f,w,b,s,w,e,k,a,g,-0.5203,-153.922,2:12:56 PM
e,f,t,c,b,s,w,p,k,v,d,-11.8499,-57.1467,12:05:38 PM
e,s,f,w,b,s,w,e,k,s,g,74.5198,45.789,1:56:46 PM
p,s,t,c,n,s,w,p,n,v,u,-53.9042,-84.0542,7:30:47 AM
e,f,f,w,b,f,w,e,k,a,g,-77.562,-175.8627,1:51:21 PM
e,f,f,w,b,s,w,e,n,s,g,-43.1818,116.5391,3:13:47 PM
e,s,f,w,b,f,w,e,n,s,g,-46.517,62.3851,11:06:10 AM
e,f,f,w,b,f,w,e,k,a,g,-62.2774,110.0601,10:03:15 AM
e,y,t,c,b,y,w,p,n,y,g,-36.2678,-149.3924,6:59:59 AM
p,s,t,c,n,s,w,p,n,s,g,-38.9302,-132.4597,3:28:19 PM
e,f,f,w,b,s,w,e,n,a,g,-73.371,83.1266,4:27:01 PM
e,f,f,c,n,s,w,p,k,y,u,-75.4798,-20.65,3:32:13 PM
p,y,t,c,n,s,w,p,n,s,u,-79.1619,56.5515,5:27:16 PM
e,s,f,w,b,f,w,e,n,s,g,67.623,-94.0567,9:36:52 AM
e,f,f,w,b,f,w,e,n,s,g,34.2105,-115.9011,3:26:09 PM
e,y,t,c,b,y,w,p,n,y,p,13.1734,-38.9359,8:55:34 AM
e,f,f,w,b,f,w,e,n,s,g,-33.1582,45.988,5:17:31 PM
e,f,f,w,b,f,w,e,k,a,g,38.4198,58.6631,12:56:57 PM
p,y,t,c,n,s,w,p,n,s,g,41.5828,5.0691,11:45:28 AM
e,f,f,w,b,s,w,e,k,s,g,41.9163,-16.5521,3:51:18 PM
e,f,f,w,b,s,w,e,n,s,g,-47.9845,-174.4782,8:30:52 AM
e,f,f,w,b,s,w,e,k,s,g,49.7842,-103.9888,1:42:39 PM
e,f,t,c,b,s,w,p,n,v,d,-28.9324,7.7374,9:56:03 AM
e,s,f,w,b,f,w,e,k,s,g,-56.1689,-7.7026,9:46:56 AM
e,s,f,w,b,s,w,e,k,a,g,28.2165,-60.2135,4:11:57 PM
e,f,f,w,b,f,w,e,k,s,g,-56.1283,175.0369,1:11:45 PM
e,f,f,w,b,s,w,e,n,s,g,-45.0008,179.7302,3:17:24 PM
e,f,t,c,b,s,w,p,k,y,d,-40.9994,-170.1072,2:25:25 PM
e,s,f,w,b,f,w,e,n,s,g,-19.4333,132.7124,3:42:48 PM
p,s,t,c,n,s,w,p,n,s,u,54.0102,-62.6488,6:49:06 AM
e,s,f,w,b,f,w,e,n,a,g,-14.1965,158.2043,1:07:32 PM
e,s,f,w,b,s,w,e,n,s,g,77.4271,-10.0907,4:26:56 PM
e,f,t,c,b,s,w,p,k,v,d,47.9511,104.0933,5:09:10 PM
e,y,t,c,b,y,w,p,n,y,g,-25.4102,-103.2536,10:32:45 AM
e,s,f,w,b,f,w,e,k,a,g,-75.9533,11.1726,12:37:54 PM
e,f,f,w,b,s,w,e,k,a,g,-29.3134,-27.7333,2:44:48 PM
e,f,f,w,b,s,w,e,k,a,g,11.5285,-105.3314,6:11:23 AM
e,y,t,c,b,s,w,p,n,s,g,-47.2078,80.0602,12:34:32 PM
e,f,t,c,b,s,w,p,k,y,d,62.6741,-0.9062,2:13:03 PM
e,f,f,w,b,s,w,e,k,a,g,-40.654,43.8296,1:26:54 PM
e,f,f,w,b,s,w,e,k,a,g,69.5609,-74.1306,7:40:38 AM
p,s,t,c,n,s,w,p,n,s,u,29.9703,125.5455,3:05:15 PM
p,s,t,c,n,s,w,p,k,v,u,-8.6332,55.135,5:13:09 PM
e,s,f,w,b,s,w,e,k,a,g,-84.421,-149.1304,7:49:43 AM
e,f,f,c,n,s,w,p,n,v,u,34.3219,19.6165,2:21:39 PM
e,s,f,w,b,f,w,e,k,s,g,-68.1958,103.2074,9:16:38 AM
e,s,f,w,b,s,w,e,k,a,g,-49.5433,-145.4563,2:35:55 PM
p,s,t,c,n,s,w,p,k,s,g,71.5407,177.2177,9:53:31 AM
e,s,t,c,b,s,w,p,n,s,g,-48.5102,-50.2828,1:51:27 PM
e,f,f,w,b,f,w,e,k,a,g,-1.5312,157.6919,11:47:12 AM
p,y,t,c,n,s,w,p,k,s,u,9.6198,-35.9517,7:13:12 AM
e,s,f,w,b,f,w,e,k,a,g,71.7883,-16.6784,7:52:21 AM
e,s,f,w,b,f,w,e,n,s,g,-21.534,-62.7399,7:09:52 AM
e,s,f,w,b,s,w,e,k,s,g,-25.8014,-34.9596,8:08:04 AM
p,s,t,c,n,s,w,p,n,v,u,75.2223,-85.5428,11:21:43 AM
e,s,f,w,b,f,w,e,k,a,g,17.2383,144.1557,3:35:11 PM
e,f,f,w,b,s,w,e,n,a,g,-20.4639,162.5977,11:13:56 AM
e,f,f,w,b,s,w,e,n,s,g,-77.0679,-86.2707,12:39:23 PM
e,f,f,w,b,f,w,e,n,a,g,75.5337,-142.8469,6:09:49 AM
p,y,t,c,n,s,w,p,k,v,g,15.9392,-58.8446,9:07:57 AM
e,f,f,w,b,f,w,e,n,s,g,-56.4956,-24.6711,11:51:59 AM
e,s,f,w,b,s,w,e,n,a,g,54.5637,-72.7588,12:24:49 PM
p,y,t,c,n,s,w,p,k,v,u,41.1063,-110.5581,4:30:12 PM
e,s,f,w,b,f,w,e,k,a,g,-15.0732,93.1198,10:45:41 AM
e,y,t,c,b,s,w,p,n,v,d,74.4945,129.7404,4:08:18 PM
e,f,f,w,b,f,w,e,n,a,g,47.9177,-167.2459,9:33:45 AM
e,f,t,c,b,s,w,p,k,v,d,-52.4192,140.2808,6:31:40 AM
e,y,t,c,b,s,w,p,n,v,d,62.7528,115.4064,6:30:05 AM
e,f,t,c,b,s,w,p,n,y,d,16.2119,27.406,8:49:28 AM
e,y,t,c,b,s,w,p,k,v,d,-62.5516,19.1089,9:53:23 AM
e,s,f,w,b,s,w,e,n,s,g,-44.7688,-28.5621,3:22:58 PM
e,f,t,c,b,s,w,p,n,y,d,7.2437,81.9339,9:36:07 AM
e,y,t,c,b,s,w,p,k,y,d,-42.3581,-136.0977,3:48:02 PM
e,f,f,w,b,s,w,e,n,s,g,23.0061,29.1487,1:00:45 PM
p,s,t,c,n,s,w,p,n,s,g,23.4359,114.4215,10:13:50 AM
e,f,t,c,b,s,w,p,k,v,d,88.2099,113.9655,10:26:33 AM
p,s,t,c,n,s,w,p,k,v,g,47.6025,69.4668,4:27:49 PM
e,s,t,c,b,s,w,p,n,s,g,-31.9742,160.9839,3:01:45 PM
e,s,f,w,b,s,w,e,k,a,g,20.2711,42.6537,11:54:31 AM
e,y,t,c,b,s,w,p,n,s,g,6.832,66.4988,11:49:08 AM
p,f,f,c,b,k,w,l,h,y,g,41.6462,-26.1869,6:24:53 AM
e,s,f,w,b,s,w,e,n,a,g,-39.2813,80.6312,7:41:36 AM
e,s,f,w,b,f,w,e,n,s,g,-83.3174,134.5012,6:45:08 AM
e,f,t,c,b,s,w,p,k,v,d,1.2625,56.0971,3:33:33 PM
e,s,f,w,b,s,w,e,k,s,g,6.4134,-132.1924,11:39:03 AM
e,f,f,w,b,f,w,e,k,s,g,-34.5952,150.4553,4:32:20 PM
p,s,t,c,n,s,w,p,k,v,u,-60.4414,16.2237,6:59:00 AM
